Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Stn Press (kPa),Weather
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 7:00,2020,6,26,7:00,15.6,11.6,77,0,,22,,6,95.14,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 8:00,2020,6,26,8:00,17.4,11.7,69,0,,20,,4,95.09,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 9:00,2020,6,26,9:00,21.3,11.1,52,0,,8,,6,95,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 10:00,2020,6,26,10:00,23.5,9.1,40,0,,14,,6,94.96,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 11:00,2020,6,26,11:00,24.8,9.6,38,0,,16,,8,94.9,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 12:00,2020,6,26,12:00,26.7,9,33,0,,16,,13,94.84,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 13:00,2020,6,26,13:00,27.8,11.4,36,0,,16,,10,94.76,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 14:00,2020,6,26,14:00,28.6,9.8,31,0,,17,,16,94.67,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 15:00,2020,6,26,15:00,27.9,13.8,42,0,,20,,12,94.61,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 16:00,2020,6,26,16:00,24.9,12.2,45,0,,3,,36,94.57,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 17:00,2020,6,26,17:00,24.9,12.8,47,0,,5,,35,94.51,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 18:00,2020,6,26,18:00,24,12.3,48,0,,4,,32,94.55,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 19:00,2020,6,26,19:00,22.2,12.2,53,0,,3,,32,94.61,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 20:00,2020,6,26,20:00,20.6,10.3,51,0,,2,,30,94.67,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 21:00,2020,6,26,21:00,19.8,10.1,53,0,,4,,25,94.62,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 22:00,2020,6,26,22:00,19.1,10.5,58,0,,4,,18,94.65,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-26 23:00,2020,6,26,23:00,17.7,10.7,64,0,,6,,13,94.61,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 0:00,2020,6,27,0:00,18,10.5,62,0,,7,,18,94.5,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 1:00,2020,6,27,1:00,16.1,11.2,73,0,,36,,11,94.52,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 2:00,2020,6,27,2:00,16,11.3,74,0,,5,,13,94.44,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 3:00,2020,6,27,3:00,16.2,11.8,75,0,,2,,8,94.46,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 4:00,2020,6,27,4:00,14.4,12.5,89,0,,35,,17,94.4,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 5:00,2020,6,27,5:00,14.4,13,92,1.2,,1,,18,94.34,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 6:00,2020,6,27,6:00,14.7,13.4,92,1.5,,3,,22,94.22,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 7:00,2020,6,27,7:00,14.7,13.6,93,7.1,,9,,13,94.23,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 8:00,2020,6,27,8:00,15.1,13.7,91,0.3,,4,,14,94.14,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 9:00,2020,6,27,9:00,15.8,14.2,90,0.3,,7,,16,94.15,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 10:00,2020,6,27,10:00,16.9,14.5,85,0,,3,,11,94.19,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 11:00,2020,6,27,11:00,16.3,14.6,90,0,,30,,19,94.24,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 12:00,2020,6,27,12:00,15.2,14.1,93,0,,33,,16,94.28,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 13:00,2020,6,27,13:00,15.5,13.9,90,0,,1,,16,94.26,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 14:00,2020,6,27,14:00,16.4,14.2,87,0,,32,,14,94.34,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 15:00,2020,6,27,15:00,17.2,14.1,82,0,,33,,17,94.33,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 16:00,2020,6,27,16:00,18.5,14.2,76,0,,34,,13,94.32,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 17:00,2020,6,27,17:00,18.8,12.7,68,0,,35,,14,94.29,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 18:00,2020,6,27,18:00,20.3,13.2,64,0,,35,,9,94.29,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 19:00,2020,6,27,19:00,20.2,13.2,64,0,,36,,8,94.31,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 20:00,2020,6,27,20:00,19.3,12.9,66,0,,34,,4,94.31,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 21:00,2020,6,27,21:00,17.2,13.6,80,0,,7,,5,94.31,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 22:00,2020,6,27,22:00,16.1,12.9,81,0,,6,,3,94.3,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-27 23:00,2020,6,27,23:00,14.9,12.7,86,0,,9,,7,94.3,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 0:00,2020,6,28,0:00,14.5,12.8,89,0,,16,,2,94.3,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 1:00,2020,6,28,1:00,13.3,11.9,91,0,,6,,8,94.3,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 2:00,2020,6,28,2:00,13.5,12.3,93,0,,11,,4,94.31,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 3:00,2020,6,28,3:00,13.5,12.4,93,0,,9,,1,94.32,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 4:00,2020,6,28,4:00,13.2,12,93,0,,,,0,94.32,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 5:00,2020,6,28,5:00,12.9,12.1,95,0,,3,,7,94.35,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 6:00,2020,6,28,6:00,13.2,12.4,95,0,,5,,7,94.33,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 7:00,2020,6,28,7:00,14.3,13.2,93,0,,2,,8,94.34,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 8:00,2020,6,28,8:00,16.3,14.5,89,0,,4,,11,94.36,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 9:00,2020,6,28,9:00,16.4,13.3,82,0,,4,,12,94.31,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 10:00,2020,6,28,10:00,16.9,13.9,82,0,,6,,16,94.37,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 11:00,2020,6,28,11:00,17.6,13.3,76,0,,5,,16,94.38,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 12:00,2020,6,28,12:00,18.2,12.8,71,0,,4,,16,94.4,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 13:00,2020,6,28,13:00,19.8,13.2,66,0,,4,,17,94.44,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 14:00,2020,6,28,14:00,19.5,13.4,68,0,,5,,18,94.45,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 15:00,2020,6,28,15:00,19.3,14,71,0,,6,,25,94.43,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 16:00,2020,6,28,16:00,18.9,13.6,72,0,,8,,15,94.46,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 17:00,2020,6,28,17:00,19.5,13.7,69,0,,5,,22,94.42,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 18:00,2020,6,28,18:00,19.2,13.4,69,0,,5,,15,94.37,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 19:00,2020,6,28,19:00,19,14,73,0,,5,,18,94.46,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 20:00,2020,6,28,20:00,18.2,13.4,74,0,,5,,21,94.54,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 21:00,2020,6,28,21:00,17.7,14.1,79,0,,4,,15,94.58,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 22:00,2020,6,28,22:00,15.8,14.1,90,0,,3,,13,94.62,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-28 23:00,2020,6,28,23:00,15.3,14.1,92,0,,35,,12,94.66,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 0:00,2020,6,29,0:00,15.9,14.3,90,0,,1,,12,94.68,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 1:00,2020,6,29,1:00,15.5,14.1,91,0,,2,,16,94.67,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 2:00,2020,6,29,2:00,15.3,14,92,0,,1,,16,94.66,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 3:00,2020,6,29,3:00,15.2,14,93,0,,1,,15,94.69,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 4:00,2020,6,29,4:00,15.1,13.7,91,0,,3,,15,94.78,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 5:00,2020,6,29,5:00,14.6,13.4,92,0,,3,,18,94.79,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 6:00,2020,6,29,6:00,15.5,13.8,89,0,,4,,18,94.8,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 7:00,2020,6,29,7:00,16.1,13.9,87,0,,4,,19,94.89,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 8:00,2020,6,29,8:00,16.6,14.1,85,0,,3,,21,94.88,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 9:00,2020,6,29,9:00,17.7,13.9,78,0,,5,,21,94.91,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 10:00,2020,6,29,10:00,18.3,13.7,75,0,,4,,20,94.96,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 11:00,2020,6,29,11:00,18,13.2,73,0,,5,,26,94.96,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 12:00,2020,6,29,12:00,17.8,13.1,74,0,,3,,25,94.99,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 13:00,2020,6,29,13:00,18.2,13,72,0,,3,,24,95,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 14:00,2020,6,29,14:00,18.8,12.3,66,0,,4,,25,94.99,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 15:00,2020,6,29,15:00,18.7,12.7,68,0,,2,,22,94.99,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 16:00,2020,6,29,16:00,18.8,12.2,65,0,,6,,21,95.02,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 17:00,2020,6,29,17:00,18.2,12.3,68,0,,4,,21,94.99,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 18:00,2020,6,29,18:00,18.7,12.3,66,0,,4,,21,94.99,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 19:00,2020,6,29,19:00,17.9,12.6,71,0,,6,,18,95.02,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 20:00,2020,6,29,20:00,17.3,12.7,74,0,,4,,18,94.97,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 21:00,2020,6,29,21:00,16.9,13.1,79,0,,6,,14,95.05,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 22:00,2020,6,29,22:00,15.7,13.6,87,0,,6,,16,95.03,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-29 23:00,2020,6,29,23:00,15.3,13.6,89,0.2,,5,,15,95.02,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 0:00,2020,6,30,0:00,15,13.3,89,0,,6,,14,95.06,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 1:00,2020,6,30,1:00,14.5,13,90,0,,7,,22,94.96,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 2:00,2020,6,30,2:00,14.2,12.7,91,0,,5,,16,94.94,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 3:00,2020,6,30,3:00,14.2,12.5,90,0,,5,,21,94.89,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 4:00,2020,6,30,4:00,14,12.5,91,0,,5,,21,94.85,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 5:00,2020,6,30,5:00,13.7,12.5,92,0,,4,,23,94.77,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 6:00,2020,6,30,6:00,13.5,12.6,94,0,,5,,18,94.85,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 7:00,2020,6,30,7:00,13.8,12.6,93,0,,4,,23,94.78,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 8:00,2020,6,30,8:00,13.8,12.8,93,0,,5,,24,94.78,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 9:00,2020,6,30,9:00,14,13,94,0.9,,6,,23,94.75,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 10:00,2020,6,30,10:00,14.6,13.7,94,0,,6,,30,94.7,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 11:00,2020,6,30,11:00,15,13.8,92,0,,7,,25,94.7,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 12:00,2020,6,30,12:00,15.8,14.7,93,0,,6,,21,94.65,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 13:00,2020,6,30,13:00,16.8,15.5,92,0,,8,,16,94.68,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 14:00,2020,6,30,14:00,17.1,16,94,0,,5,,11,94.66,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 15:00,2020,6,30,15:00,18.1,16.7,92,0,,7,,15,94.66,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 16:00,2020,6,30,16:00,18.3,17.3,94,0.3,,5,,16,94.63,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 17:00,2020,6,30,17:00,18,16.9,93,0,,7,,17,94.54,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 18:00,2020,6,30,18:00,18.4,17.1,92,0,,8,,13,94.57,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 19:00,2020,6,30,19:00,18.3,17.2,93,0,,4,,14,94.5,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 20:00,2020,6,30,20:00,18.3,17.2,93,0,,5,,11,94.49,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 21:00,2020,6,30,21:00,17.9,16.9,94,1.4,,5,,13,94.44,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 22:00,2020,6,30,22:00,17.1,16.2,94,2.9,,6,,17,94.39,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-06-30 23:00,2020,6,30,23:00,17.1,16.3,95,2.3,,7,,13,94.32,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 0:00,2020,7,1,0:00,18.1,17.2,94,0,,12,,10,94.28,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 1:00,2020,7,1,1:00,18,17.1,95,0,,13,,8,94.28,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 2:00,2020,7,1,2:00,16.7,15.4,92,0,,22,,23,94.29,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 3:00,2020,7,1,3:00,16.3,15.1,93,1.2,,21,,16,94.28,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 4:00,2020,7,1,4:00,15.5,14.4,93,0,,10,,7,94.26,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 5:00,2020,7,1,5:00,15.9,15,94,0,,17,,9,94.31,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 6:00,2020,7,1,6:00,15.4,14.4,94,3.1,,16,,8,94.32,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 7:00,2020,7,1,7:00,15.4,14.5,94,0.6,,12,,5,94.26,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 8:00,2020,7,1,8:00,15.7,14.7,94,0.5,,14,,13,94.33,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 9:00,2020,7,1,9:00,15.4,14.3,93,0.2,,10,,6,94.26,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 10:00,2020,7,1,10:00,16.2,14.3,89,0,,12,,14,94.31,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 11:00,2020,7,1,11:00,18,15.3,84,0,,14,,18,94.32,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 12:00,2020,7,1,12:00,20.4,13.1,63,0,,17,,22,94.28,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 13:00,2020,7,1,13:00,21.2,12,56,0,,18,,27,94.28,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 14:00,2020,7,1,14:00,21.3,11.1,52,0,,18,,31,94.34,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 15:00,2020,7,1,15:00,22.2,11.8,52,0,,19,,31,94.37,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 16:00,2020,7,1,16:00,22.5,11.9,51,0,,19,,27,94.41,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 17:00,2020,7,1,17:00,22.9,11.9,50,0,,19,,26,94.43,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 18:00,2020,7,1,18:00,23.2,10.4,44,0,,18,,19,94.45,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 19:00,2020,7,1,19:00,22.8,9.3,42,0,,18,,24,94.5,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 20:00,2020,7,1,20:00,22.5,9.8,45,0,,16,,20,94.54,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 21:00,2020,7,1,21:00,20.4,10.9,54,0,,14,,17,94.57,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 22:00,2020,7,1,22:00,19,10.8,59,0,,14,,20,94.61,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-01 23:00,2020,7,1,23:00,17.9,10.8,63,0,,14,,17,94.64,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-02 0:00,2020,7,2,0:00,18.1,10.3,60,0,,15,,20,94.66,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-02 1:00,2020,7,2,1:00,16.6,10.8,69,0,,15,,19,94.66,NA
-106.72,52.17,SASKATOON RCS,4057165,2020-07-02 2:00,2020,7,2,2:00,15.7,10.2,70,0,,17,,16,94.72,NA
