ntu_voltage,ntu,T_deg_C,temp_good,tdr_voltage,ppm,serial_number,serial_number_good,battery_fault,battery_charging,rtc_temperature,start_time_str,end_time_str,btemperature,bvoltage,bcapacity,uptime,sensor-name,gps.latitude,gps.longitude,gps.speed,gps.altitude,gps.height,gps.lat_err,gps.long_err,gps.alt_err,gps.hours,gps.seconds,gps.microseconds,gps.day,gps.month,gps.year,gps.fix_quality,gps.satellites,gps.total_sats,gps.gpsgood,unknown1,unknown2
1.4,2999.98999,25,0,0.4150586,160.6645813,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:10:03,15/02/2020 18:10:06,18.40625,7.5499997,-0.0927734,0,102118,NONAME,52.1338768,-106.6314926,1.4450001,461,-22.6000004,0,0,0,0,10,57,0,16,2,20,1,5,9,1
1.3,2999.98999,25,0,0.3699414,144.4614105,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:15:06,15/02/2020 18:15:09,18.5,7.5499997,-0.0927734,0,102423,NONAME,52.1338158,-106.6317139,0.688,506.7000122,-22.6000004,0,0,0,0,16,0,0,16,2,20,1,7,10,1
1.4,2999.98999,25,0,0.3667187,143.2960815,112 152 74 74 1 0 0 199 ,1,0,0,18.75,15/02/2020 18:20:06,15/02/2020 18:20:10,18.40625,7.54,-0.0927734,0,102724,NONAME,52.1343727,-106.6315765,1.166,      nan,      nan,0,0,0,0,21,1,0,16,2,20,0,4,9,1
1.4,2999.98999,25,0,0.3860547,150.2715302,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:25:05,15/02/2020 18:25:09,18.5,7.54,-0.0927734,0,103025,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,0,26,0,0,16,2,20,0,5,9,0
1.3,2999.98999,25,0,0.3925,152.5881195,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:30:03,15/02/2020 18:30:06,18.53125,7.54,-0.0927734,0,103323,NONAME,52.1338158,-106.6317749,0.118,542.9000244,-22.6000004,0,0,0,0,30,57,0,16,2,20,1,7,9,1
1.3,2999.98999,25,0,0.3602734,140.9620056,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:35:06,15/02/2020 18:35:10,18.59375,7.54,-0.0927734,0,103629,NONAME,52.133873,-106.6315842,0.646,540.2000122,-22.6000004,0,0,0,0,36,0,0,16,2,20,1,5,10,1
1.3,2999.98999,25,0,0.3634961,142.1296082,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:40:06,15/02/2020 18:40:10,18.53125,7.54,-0.0927734,0,103930,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,0,41,1,0,16,2,20,0,5,9,0
1.3,2999.98999,25,0,0.3925,152.5881195,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:45:03,15/02/2020 18:45:06,18.53125,7.54,-0.0927734,0,104228,NONAME,52.1339378,-106.6318512,0.341,523.5999756,-22.6000004,0,0,0,0,45,56,0,16,2,20,1,6,9,1
1.4,2999.98999,25,0,0.4118359,159.5137024,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:50:03,15/02/2020 18:50:06,18.59375,7.54,-0.0927734,0,104529,NONAME,52.1338005,-106.632019,1.166,516.5,-22.6000004,0,0,0,0,50,57,0,16,2,20,1,5,9,1
1.3,2999.98999,25,0,0.3602734,140.9620056,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 18:55:05,15/02/2020 18:55:09,18.40625,7.54,-0.0976562,0,104834,NONAME,52.1338425,-106.6317291,2.095,532.9000244,-22.6000004,0,0,0,0,55,59,0,16,2,20,1,6,9,1
1.4,2999.98999,25,0,0.3731641,145.6256256,112 152 74 74 1 0 0 199 ,1,0,0,18.75,15/02/2020 19:00:05,15/02/2020 19:00:08,18.40625,7.54,-0.0976562,0,105135,NONAME,52.1337318,-106.6319122,1.237,635.7000122,-22.6000004,0,0,0,1,0,59,0,16,2,20,1,5,10,1
1.4,2999.98999,25,0,0.3602734,140.9620056,112 152 74 74 1 0 0 199 ,1,0,0,18.75,15/02/2020 19:05:06,15/02/2020 19:05:10,18.34375,7.54,-0.0927734,0,105437,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,6,0,0,16,2,20,0,5,11,0
1.2,2999.98999,25,0,0.3506055,137.452179,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 19:10:05,15/02/2020 19:10:09,18.53125,7.5299997,-0.0976562,0,105738,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,10,59,0,16,2,20,0,4,11,0
1.4,2999.98999,25,0,0.4053906,157.2091064,112 152 74 74 1 0 0 199 ,1,0,0,19.25,15/02/2020 19:15:03,15/02/2020 19:15:06,18.53125,7.5299997,-0.0927734,0,106037,NONAME,52.1340103,-106.6314697,1.327,458.7999878,-22.6000004,0,0,0,1,15,56,0,16,2,20,1,5,10,1
1.3,2999.98999,25,0,0.3860547,150.2715302,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 19:20:06,15/02/2020 19:20:09,18.625,7.5299997,-0.0927734,0,106341,NONAME,52.1340714,-106.6316681,1.653,476.3999939,-22.6000004,0,0,0,1,20,59,0,16,2,20,1,7,9,1
1.2,2999.98999,25,0,0.382832,149.1116638,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 19:25:06,15/02/2020 19:25:10,18.46875,7.5299997,-0.0927734,0,106644,NONAME,52.1338997,-106.6316757,0.74,496.6000061,-22.6000004,0,0,0,1,26,0,0,16,2,20,1,4,8,1
1.4,2999.98999,25,0,0.382832,149.1116638,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 19:30:06,15/02/2020 19:30:10,18.53125,7.5299997,-0.0927734,0,106945,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,31,1,0,16,2,20,0,4,8,0
1.2,2999.98999,25,0,0.3216015,126.8564224,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 19:35:06,15/02/2020 19:35:10,18.5625,7.5299997,-0.0927734,0,107247,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,36,1,0,16,2,20,0,5,10,0
1.2,2999.98999,25,0,0.3087109,122.1134644,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 19:40:06,15/02/2020 19:40:10,18.5,7.5299997,-0.0927734,0,107548,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,41,1,0,16,2,20,0,6,9,0
1.1,2999.98999,25,0,0.3087109,122.1134644,112 152 74 74 1 0 0 199 ,1,0,0,19.25,15/02/2020 19:45:06,15/02/2020 19:45:10,18.5625,7.5299997,-0.0927734,0,107850,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,1,46,1,0,16,2,20,0,6,9,0
1.2,2999.98999,25,0,0.3667187,143.2960815,112 152 74 74 1 0 0 199 ,1,0,0,19.25,15/02/2020 19:50:03,15/02/2020 19:50:06,18.53125,7.5299997,-0.0927734,0,108147,NONAME,52.1338615,-106.631752,1.164,513.0999756,-22.6000004,0,0,0,1,50,57,0,16,2,20,1,7,9,1
1.1,2999.98999,25,0,0.3409375,133.9315491,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 19:55:06,15/02/2020 19:55:09,18.53125,7.5299997,-0.0927734,0,108453,NONAME,52.1334457,-106.6314774,0.279,321.2999878,-22.6000004,0,0,0,1,56,0,0,16,2,20,1,9,9,1
1.3,2999.98999,25,0,0.3699414,144.4614105,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:00:03,15/02/2020 20:00:06,18.5625,7.5299997,-0.0927734,0,108750,NONAME,52.1337509,-106.6315994,0.424,439.1000061,-22.6000004,0,0,0,2,0,57,0,16,2,20,1,7,9,1
1.3,2999.98999,25,0,0.3731641,145.6256256,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:05:03,15/02/2020 20:05:06,18.4375,7.5299997,-0.0927734,0,109052,NONAME,52.1336594,-106.6315155,0.749,386.1000061,-22.6000004,0,0,0,2,5,56,0,16,2,20,1,9,9,1
1.1,2999.98999,25,0,0.3377148,132.7555237,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:10:06,15/02/2020 20:10:10,18.53125,7.5299997,-0.0927734,0,109357,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,2,11,1,0,16,2,20,0,6,9,0
1.2,2999.98999,25,0,0.3602734,140.9620056,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:15:03,15/02/2020 20:15:06,18.59375,7.5299997,-0.0976562,0,109655,NONAME,52.1337967,-106.6315536,0.676,429,-22.6000004,0,0,0,2,15,56,0,16,2,20,1,7,10,1
1.1,2999.98999,25,0,0.3248242,128.0388336,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:20:06,15/02/2020 20:20:09,18.625,7.52,-0.0927734,0,109960,NONAME,52.1337509,-106.6315765,1.091,453.5,-22.6000004,0,0,0,2,21,0,0,16,2,20,1,6,10,1
1.1,2999.98999,25,0,0.3344922,131.5782776,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:25:06,15/02/2020 20:25:10,18.46875,7.52,-0.0927734,0,110262,NONAME,      nan,      nan,      nan,      nan,      nan,0,0,0,2,26,1,0,16,2,20,0,5,10,0
1.1,2999.98999,25,0,0.3087109,122.1134644,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:30:06,15/02/2020 20:30:09,18.5625,7.52,-0.0927734,0,110563,NONAME,52.1339111,-106.6318054,0.666,548.2999878,-22.6000004,0,0,0,2,31,0,0,16,2,20,1,9,9,1
1.3,2999.98999,25,0,0.3699414,144.4614105,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:35:03,15/02/2020 20:35:06,18.5625,7.52,-0.0927734,0,110861,NONAME,52.1338577,-106.6317596,0.323,499,-22.6000004,0,0,0,2,35,57,0,16,2,20,1,7,9,1
1.3,2999.98999,25,0,0.3796093,147.9507294,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:40:03,15/02/2020 20:40:06,18.46875,7.52,-0.0927734,0,111163,NONAME,52.1338654,-106.6316223,0.551,486.3999939,-22.6000004,0,0,0,2,40,56,0,16,2,20,1,8,9,1
1.2,2999.98999,25,0,0.3441601,135.106308,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:45:06,15/02/2020 20:45:10,18.46875,7.52,-0.0927734,0,111468,NONAME,52.1338806,-106.6316528,0.936,520.2000122,-22.6000004,0,0,0,2,46,0,0,16,2,20,1,8,1,1
1.4,2999.98999,25,0,0.3860547,150.2715302,112 152 74 74 1 0 0 199 ,1,0,0,19,15/02/2020 20:50:03,15/02/2020 20:50:06,18.5,7.52,-0.0927734,0,111765,NONAME,52.1337357,-106.6318283,0.334,493.1000061,-22.6000004,0,0,0,2,50,56,0,16,2,20,1,7,11,1
1.4,2999.98999,25,0,0.3892773,151.4303589,112 152 74 74 1 0 0 199 ,1,0,0,18.75,15/02/2020 20:55:03,15/02/2020 20:55:06,18.46875,7.52,-0.0927734,0,112067,NONAME,52.1337509,-106.631752,0.422,      nan,      nan,0,0,0,2,55,57,0,16,2,20,0,6,11,1
